cohort	unit	target	spots	high_P4_spots	observed_neighbor_effect	null_median	excess_over_null	permutation_p	fdr_within_unit
Figshare validation	P8	tcell_progenitor	3241	811	0.003936888192149726	0.001272731791221178	0.002664156400928548	0.02798600699650175	0.03731467599533567
TNBC94 extension	1	cd8_cytotoxic	1039	260	0.02278594264736121	0.0035075439818401805	0.01927839866552103	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	1	tcell_exhaustion	1039	260	0.0027238372082098034	0.0009670975352494698	0.0017567396729603335	0.5537231384307846	0.5537231384307846
TNBC94 extension	1	tcell_ifng_response	1039	260	0.03254985054128985	0.003984174708924815	0.028565675832365037	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	1	tcell_progenitor	1039	260	0.018715922912742405	0.0036609257367153404	0.015054997176027065	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	2	cd8_cytotoxic	1197	300	0.0007089589412686073	-8.528352082588439e-05	0.0007942424620944917	0.7996001999000499	0.7996001999000499
TNBC94 extension	2	tcell_exhaustion	1197	300	0.0041416747326634765	-0.00012847955800448715	0.004270154290667964	0.062468765617191405	0.24987506246876562
TNBC94 extension	2	tcell_ifng_response	1197	300	0.0033117894751515387	-0.00037726078181472833	0.003689050256966267	0.39780109945027486	0.7956021989005497
TNBC94 extension	2	tcell_progenitor	1197	300	8.418418140483663e-05	-0.0010742803809081353	0.001158464562312972	0.7816091954022989	0.7996001999000499
TNBC94 extension	3	cd8_cytotoxic	595	149	0.02695948466394936	0.001619848959485106	0.025339635704464254	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	3	tcell_exhaustion	595	149	0.007892155618408433	0.000466102654402209	0.0074260529640062245	0.0074962518740629685	0.0074962518740629685
TNBC94 extension	3	tcell_ifng_response	595	149	0.03684470225802847	0.0025246996449683062	0.03432000261306016	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	3	tcell_progenitor	595	149	0.011686503204915554	0.0013927376642717641	0.01029376554064379	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	4	cd8_cytotoxic	629	158	0.022279871845174215	0.007795158485305237	0.014484713359868978	0.15892053973013492	0.44877561219390305
TNBC94 extension	4	tcell_exhaustion	629	158	-0.0014592379230195796	0.002813714574693954	-0.004272952497713534	0.4752623688155922	0.4752623688155922
TNBC94 extension	4	tcell_ifng_response	629	158	-0.016315636007449563	-0.031325241640134005	0.015009605632684442	0.3543228385807096	0.47243045144094614
TNBC94 extension	4	tcell_progenitor	629	158	0.014601724011730433	0.005792957467340432	0.008808766544390001	0.22438780609695153	0.44877561219390305
TNBC94 extension	5	cd8_cytotoxic	1572	393	-0.03322286153670817	-0.012277691874429897	-0.020945169662278273	0.01999000499750125	0.0399800099950025
TNBC94 extension	5	tcell_exhaustion	1572	393	-0.01658396717550842	-0.0052301892610564504	-0.011353777914451968	0.0559720139930035	0.07462935199067133
TNBC94 extension	5	tcell_ifng_response	1572	393	-0.036330891685781075	-0.0017597053270018426	-0.03457118635877923	0.0004997501249375312	0.001999000499750125
TNBC94 extension	5	tcell_progenitor	1572	393	-0.0024174942638954255	-0.0006980985665254319	-0.0017193956973699936	0.7141429285357321	0.7141429285357321
TNBC94 extension	6	cd8_cytotoxic	660	165	0.0016675103589130214	-0.0007064184158282472	0.0023739287747412685	0.6901549225387307	0.6901549225387307
TNBC94 extension	6	tcell_exhaustion	660	165	0.0046082164207869244	-0.00037503441600857806	0.0049832508367955025	0.18840579710144928	0.25120772946859904
TNBC94 extension	6	tcell_ifng_response	660	165	0.00991563575454077	0.0007212795701303787	0.00919435618441039	0.12193903048475763	0.25120772946859904
TNBC94 extension	6	tcell_progenitor	660	165	0.0038211112690354557	-0.0003464001459847106	0.004167511415020166	0.13493253373313344	0.25120772946859904
TNBC94 extension	7	cd8_cytotoxic	891	223	0.01025436394925049	0.008491070204128842	0.0017632937451216475	0.5602198900549725	0.5602198900549725
TNBC94 extension	7	tcell_exhaustion	891	223	0.00839926686421539	0.00236545538039149	0.006033811483823899	0.009495252373813094	0.01266033649841746
TNBC94 extension	7	tcell_ifng_response	891	223	0.018158380740524505	0.0023004582011607252	0.01585792253936378	0.001999000499750125	0.0079960019990005
TNBC94 extension	7	tcell_progenitor	891	223	0.019206163533331898	0.007890888766238065	0.011315274767093833	0.0074962518740629685	0.01266033649841746
TNBC94 extension	8	cd8_cytotoxic	262	66	-0.0008643195490154014	-0.00022053742722549351	-0.0006437821217899079	0.7976011994002998	0.7976011994002998
TNBC94 extension	8	tcell_exhaustion	262	66	-0.006171331615690667	-0.0026809829672804833	-0.003490348648410184	0.5182408795602199	0.7976011994002998
TNBC94 extension	8	tcell_ifng_response	262	66	0.010567250652052787	-0.002293104407729521	0.012860355059782308	0.16991504247876063	0.6796601699150425
TNBC94 extension	8	tcell_progenitor	262	66	-0.001990126329677211	0.0008030182310006378	-0.0027931445606778488	0.6771614192903548	0.7976011994002998
TNBC94 extension	9	cd8_cytotoxic	1167	292	-0.0006734760128861983	0.0009048629290648782	-0.0015783389419510765	0.5592203898050975	0.776111944027986
TNBC94 extension	9	tcell_exhaustion	1167	292	0.0028598117640544554	0.0017971677401380608	0.0010626440239163946	0.6876561719140429	0.776111944027986
TNBC94 extension	9	tcell_ifng_response	1167	292	0.026592538765967733	0.0009459133941387768	0.025646625371828956	0.0004997501249375312	0.001999000499750125
TNBC94 extension	9	tcell_progenitor	1167	292	-0.0001234277013420354	0.0016212270896398887	-0.001744654790981924	0.776111944027986	0.776111944027986
TNBC94 extension	10	cd8_cytotoxic	696	174	0.005139301812416383	-0.001414178550445469	0.006553480362861852	0.4357821089455272	0.4357821089455272
TNBC94 extension	10	tcell_exhaustion	696	174	0.005822939374688016	-0.0030385993903478403	0.008861538765035856	0.1024487756121939	0.1365983674829252
TNBC94 extension	10	tcell_ifng_response	696	174	0.04713771123624111	-0.002418605111351488	0.0495563163475926	0.0004997501249375312	0.001999000499750125
TNBC94 extension	10	tcell_progenitor	696	174	0.03293354689916872	0.001401938235497724	0.031531608663670996	0.025487256371814093	0.050974512743628186
TNBC94 extension	11	cd8_cytotoxic	1567	392	0.0012749869780656498	-0.0005296995798829028	0.0018046865579485526	0.15542228885557222	0.31084457771114443
TNBC94 extension	11	tcell_exhaustion	1567	392	0.0001429720541023076	5.58901549380271e-06	0.00013738303860850488	0.9265367316341829	0.9265367316341829
TNBC94 extension	11	tcell_ifng_response	1567	392	0.015349557755038074	-0.0024191792092125575	0.01776873696425063	0.001999000499750125	0.0079960019990005
TNBC94 extension	11	tcell_progenitor	1567	392	0.0009031391480060613	-0.0003063985462212291	0.0012095376942272903	0.24387806096951525	0.3251707479593537
TNBC94 extension	12	cd8_cytotoxic	889	223	0.009999609149389486	0.0001704881764291455	0.009829120972960341	0.0009995002498750624	0.001999000499750125
TNBC94 extension	12	tcell_exhaustion	889	223	0.0059116264331440065	-0.00023213398986524775	0.006143760423009254	0.01199400299850075	0.01199400299850075
TNBC94 extension	12	tcell_ifng_response	889	223	0.02079791053292218	-0.00042508066197705086	0.021222991194899232	0.0014992503748125937	0.001999000499750125
TNBC94 extension	12	tcell_progenitor	889	223	0.025789485899529757	0.00032428523594436875	0.02546520066358539	0.0004997501249375312	0.001999000499750125
TNBC94 extension	13	cd8_cytotoxic	1165	292	0.0015415711702985863	2.166620039703235e-06	0.001539404550258883	0.4217891054472764	0.5623854739297018
TNBC94 extension	13	tcell_exhaustion	1165	292	0.002413609013035743	0.0001811881195029827	0.0022324208935327605	0.2318840579710145	0.463768115942029
