cohort	unit	setting	neighbors	high_fraction	covariates	permutation_stratified	excess_over_null
TNBC94 extension	54	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.3330953378506871
TNBC94 extension	55	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.22444675061419198
TNBC94 extension	55	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.23283868371112929
TNBC94 extension	55	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.22803742160982376
TNBC94 extension	55	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.2276835190333065
TNBC94 extension	55	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.3006239264245621
TNBC94 extension	55	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.23283868371112929
TNBC94 extension	55	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.15655564820772838
TNBC94 extension	55	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.20559991463168453
TNBC94 extension	55	residual_depth_only	6	0.25	log1p_umi	True	-0.24106448822563503
TNBC94 extension	55	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.2582933111407611
TNBC94 extension	55	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.23012724840621007
TNBC94 extension	56	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.11194841959612607
TNBC94 extension	56	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1096768581139516
TNBC94 extension	56	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09291123806971666
TNBC94 extension	56	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08119093348629733
TNBC94 extension	56	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.1215526791715043
TNBC94 extension	56	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1096768581139516
TNBC94 extension	56	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.11607790751784275
TNBC94 extension	56	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.10866740226825364
TNBC94 extension	56	residual_depth_only	6	0.25	log1p_umi	True	0.2132926320344242
TNBC94 extension	56	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.08380527660837803
TNBC94 extension	56	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.1499578837081067
TNBC94 extension	57	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.23956556546221647
TNBC94 extension	57	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.21776955418338215
TNBC94 extension	57	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2233873704023818
TNBC94 extension	57	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.20755566319876295
TNBC94 extension	57	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.24976365869706707
TNBC94 extension	57	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.21776955418338215
TNBC94 extension	57	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.2066874908293144
TNBC94 extension	57	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.21669834763473522
TNBC94 extension	57	residual_depth_only	6	0.25	log1p_umi	True	0.2974159731601347
TNBC94 extension	57	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.11227222747696233
TNBC94 extension	57	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.25360780806388256
TNBC94 extension	58	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.058226647665081344
TNBC94 extension	58	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.05273655773768959
TNBC94 extension	58	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.04602601455742703
TNBC94 extension	58	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.05817984985339783
TNBC94 extension	58	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.02299927072102594
TNBC94 extension	58	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.05273655773768959
TNBC94 extension	58	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.04709400834228006
TNBC94 extension	58	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.030074780193180464
TNBC94 extension	58	residual_depth_only	6	0.25	log1p_umi	True	0.030386718445616287
TNBC94 extension	58	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.027753278343363684
TNBC94 extension	58	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.07556643364039117
TNBC94 extension	59	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1828297696085422
TNBC94 extension	59	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1755486860982842
TNBC94 extension	59	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.17995689332397827
TNBC94 extension	59	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.18251801098832002
TNBC94 extension	59	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.15832107569901108
TNBC94 extension	59	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1755486860982842
TNBC94 extension	59	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.16756692383344324
TNBC94 extension	59	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.18784533300633097
TNBC94 extension	59	residual_depth_only	6	0.25	log1p_umi	True	0.28142104148602115
TNBC94 extension	59	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.01136826912181885
TNBC94 extension	59	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.18873938131900198
TNBC94 extension	60	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.018099047473923678
TNBC94 extension	60	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.01749434887170393
TNBC94 extension	60	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.022709418039198924
TNBC94 extension	60	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.018909231049203938
TNBC94 extension	60	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.017812947933067577
TNBC94 extension	60	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.01749434887170393
TNBC94 extension	60	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.03894998655751733
TNBC94 extension	60	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.002441724936428526
TNBC94 extension	60	residual_depth_only	6	0.25	log1p_umi	True	0.1477578295838056
TNBC94 extension	60	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.004197754533809318
TNBC94 extension	60	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.01968116268088977
TNBC94 extension	61	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.016427146174284053
TNBC94 extension	61	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.028291678004549424
TNBC94 extension	61	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.021617631253973865
TNBC94 extension	61	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.022008737163198663
TNBC94 extension	61	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.05882150833695304
TNBC94 extension	61	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.028291678004549424
TNBC94 extension	61	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.0241048155913869
TNBC94 extension	61	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.07463693709612515
TNBC94 extension	61	residual_depth_only	6	0.25	log1p_umi	True	-0.04393944721766979
TNBC94 extension	61	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.06196084966528871
TNBC94 extension	61	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.015044394522405788
TNBC94 extension	62	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09240896149242106
TNBC94 extension	62	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08830421360362224
TNBC94 extension	62	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07179904305868418
TNBC94 extension	62	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06448171297861363
TNBC94 extension	62	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.10555049946578973
TNBC94 extension	62	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08830421360362224
TNBC94 extension	62	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.1058298489827092
TNBC94 extension	62	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.09078571920830801
TNBC94 extension	62	residual_depth_only	6	0.25	log1p_umi	True	0.19791283675347882
TNBC94 extension	62	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.07198274134539373
TNBC94 extension	62	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.07654840026393107
TNBC94 extension	63	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10846209582862837
TNBC94 extension	63	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09795981731765753
TNBC94 extension	63	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10319290898983223
TNBC94 extension	63	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09695557216738185
TNBC94 extension	63	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.12034413563776827
TNBC94 extension	63	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09795981731765753
TNBC94 extension	63	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.09630150977649275
TNBC94 extension	63	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.10013796601054145
TNBC94 extension	63	residual_depth_only	6	0.25	log1p_umi	True	0.09876739652629082
TNBC94 extension	63	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.09886555813747291
TNBC94 extension	63	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.11490750184652022
TNBC94 extension	64	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.21942318995616872
TNBC94 extension	64	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2063953149938435
TNBC94 extension	64	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1992786529642783
TNBC94 extension	64	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.20010665549809886
TNBC94 extension	64	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.19595250893657146
TNBC94 extension	64	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2063953149938435
TNBC94 extension	64	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.1773544280822392
TNBC94 extension	64	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.2035675990704484
TNBC94 extension	64	residual_depth_only	6	0.25	log1p_umi	True	0.2777855459509188
TNBC94 extension	64	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.014461290537967929
TNBC94 extension	64	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.22019335519827746
TNBC94 extension	65	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.009478493443673335
TNBC94 extension	65	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.02315931356386643
TNBC94 extension	65	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.00678551162403354
TNBC94 extension	65	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0028774603722950816
TNBC94 extension	65	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.009740860889759036
TNBC94 extension	65	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.02315931356386643
TNBC94 extension	65	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.0470365292055304
TNBC94 extension	65	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.06567213664899696
TNBC94 extension	65	residual_depth_only	6	0.25	log1p_umi	True	0.05832376628459522
TNBC94 extension	65	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.02307967923006413
TNBC94 extension	65	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.02448518640289062
TNBC94 extension	66	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.16168601894742177
TNBC94 extension	66	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.15243334008884418
TNBC94 extension	66	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.14825985278174852
TNBC94 extension	66	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13329236136779815
TNBC94 extension	66	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.1489591475166198
TNBC94 extension	66	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.15243334008884418
TNBC94 extension	66	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.15955360553923864
TNBC94 extension	66	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.16425750023481114
TNBC94 extension	66	residual_depth_only	6	0.25	log1p_umi	True	0.2830944224281561
TNBC94 extension	66	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.06890678530842308
TNBC94 extension	66	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.1747782560236796
TNBC94 extension	67	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.023633890881385126
TNBC94 extension	67	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.009764267961752266
TNBC94 extension	67	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.0038264151695530917
TNBC94 extension	67	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.0020765288515117524
TNBC94 extension	67	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.00043600270567600114
TNBC94 extension	67	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.009764267961752266
TNBC94 extension	67	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.04796438504098564
TNBC94 extension	67	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.014887222283069159
TNBC94 extension	67	residual_depth_only	6	0.25	log1p_umi	True	0.05522055150684346
TNBC94 extension	67	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.018031383860052517
TNBC94 extension	67	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.006974952802279486
TNBC94 extension	68	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.047670913507361745
TNBC94 extension	68	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.039422192404074644
TNBC94 extension	68	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.038861812788989473
TNBC94 extension	68	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0337973307086479
TNBC94 extension	68	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.05249479952370001
TNBC94 extension	68	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.039422192404074644
TNBC94 extension	68	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.029497867121958468
TNBC94 extension	68	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.03354287572231637
TNBC94 extension	68	residual_depth_only	6	0.25	log1p_umi	True	0.0551518688096489
TNBC94 extension	68	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.07392180057834608
TNBC94 extension	68	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.06295510069858863
TNBC94 extension	69	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09316922494698283
TNBC94 extension	69	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08424129988991119
TNBC94 extension	69	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0624251016350849
TNBC94 extension	69	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0522814227688244
TNBC94 extension	69	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.0747381755293543
TNBC94 extension	69	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08424129988991119
TNBC94 extension	69	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.09535299803488911
TNBC94 extension	69	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.04821730409773723
TNBC94 extension	69	residual_depth_only	6	0.25	log1p_umi	True	0.17684757906546325
TNBC94 extension	69	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.026453590236893892
TNBC94 extension	69	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.08164683125031921
TNBC94 extension	70	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.11576322119933458
TNBC94 extension	70	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09656712987851902
TNBC94 extension	70	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0925866288246353
TNBC94 extension	70	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08465168748380501
TNBC94 extension	70	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.07164526409273936
TNBC94 extension	70	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09656712987851902
TNBC94 extension	70	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.10541945435373688
TNBC94 extension	70	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.07879581070485822
TNBC94 extension	70	residual_depth_only	6	0.25	log1p_umi	True	0.12453908793514781
TNBC94 extension	70	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.045382388615214306
TNBC94 extension	70	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.11851213812074286
TNBC94 extension	71	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13329671556906786
TNBC94 extension	71	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1246580715197233
TNBC94 extension	71	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13079265882913735
TNBC94 extension	71	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12482111822544881
TNBC94 extension	71	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.11931219232738641
TNBC94 extension	71	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1246580715197233
TNBC94 extension	71	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.11782881705758366
TNBC94 extension	71	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.13236497492775184
TNBC94 extension	71	residual_depth_only	6	0.25	log1p_umi	True	0.1908926318513602
TNBC94 extension	71	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.05417270542289334
TNBC94 extension	71	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.13134710175403266
TNBC94 extension	72	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1523993063303976
TNBC94 extension	72	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13821217457731466
TNBC94 extension	72	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13807855948626918
TNBC94 extension	72	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13242780916531624
TNBC94 extension	72	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.15438851481544513
TNBC94 extension	72	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13821217457731466
TNBC94 extension	72	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.1356533977323664
TNBC94 extension	72	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.14246425659721285
TNBC94 extension	72	residual_depth_only	6	0.25	log1p_umi	True	0.24234973241314173
TNBC94 extension	72	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.026329429051244774
TNBC94 extension	72	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.39264725896471747
TNBC94 extension	73	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.022248963330842773
TNBC94 extension	73	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.03152399356851187
TNBC94 extension	73	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.03284421317713932
TNBC94 extension	73	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.023012107196986972
TNBC94 extension	73	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.022292795866085305
TNBC94 extension	73	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.03152399356851187
TNBC94 extension	73	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.04860004768874961
TNBC94 extension	73	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.024606215377619728
TNBC94 extension	73	residual_depth_only	6	0.25	log1p_umi	True	0.05728799407735546
TNBC94 extension	73	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.007202297184334929
TNBC94 extension	73	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.04736637817153196
TNBC94 extension	74	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.03947478589701113
TNBC94 extension	74	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06023390168601033
TNBC94 extension	74	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07571449881270365
TNBC94 extension	74	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0680563413233537
TNBC94 extension	74	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.059465784614231444
TNBC94 extension	74	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06023390168601033
TNBC94 extension	74	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.06002818302424594
TNBC94 extension	74	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.0414832397093728
TNBC94 extension	74	residual_depth_only	6	0.25	log1p_umi	True	0.38271721686737126
TNBC94 extension	74	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.025693076033839538
TNBC94 extension	74	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.03340172327077923
TNBC94 extension	75	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.03154657711175603
TNBC94 extension	75	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.02933731019463146
TNBC94 extension	75	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.012178036095875963
TNBC94 extension	75	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.009056254613846428
TNBC94 extension	75	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.05931985468664178
TNBC94 extension	75	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.02933731019463146
TNBC94 extension	75	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.028245216679425776
TNBC94 extension	75	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.045588146758312714
TNBC94 extension	75	residual_depth_only	6	0.25	log1p_umi	True	0.12104722424547448
TNBC94 extension	75	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.026645276561938578
TNBC94 extension	75	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.03096616325020684
TNBC94 extension	76	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.1897946502998461
TNBC94 extension	76	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.16866854583063953
TNBC94 extension	76	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.15197873277193943
TNBC94 extension	76	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.15416400050711376
TNBC94 extension	76	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.16984173918145848
TNBC94 extension	76	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.16866854583063953
TNBC94 extension	76	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.15637336595560108
TNBC94 extension	76	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.21675550642545277
TNBC94 extension	76	residual_depth_only	6	0.25	log1p_umi	True	-0.21533521299969385
TNBC94 extension	76	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.10508348857514051
